title,title_name,make,modelname,modelnameq,modelno,modelnoq
NULL,"Antonov An-2",Antonov,NULL,NULL,NULL,NULL
"Bell 206L 1-C30P for sale","Bell 206L1+ LongRanger III",Bell,LongRanger,NULL,206,206L1+
"Low time, Low price, for this Great Bonaza","Beech V35 Bonanza",Beech,Bonanza,NULL,3?,V35
"2006 Bell 412EP for sale","Bell 412EP",Bell,NULL,NULL,412,412EP
"1995 Agusta A109C","Agusta A109C",Agusta,NULL,NULL,A109,A109C
"Aircraft available for ACMI lease","Embraer ERJ-135",Embraer,NULL,NULL,ERJ-135,NULL
"790 SMOH, enrolled in a Progressive maint. program until 3/14","Piper PA-28-180D Cherokee",Piper,Cherokee,NULL,PA-28,PA-28-180D
"2005 Robinson r44 raven 1","Robinson R-44 Raven",Robinson,Raven,NULL,R-44,NULL
"Absolutely Stunning Seneca","Piper PA-34-220T Seneca",Piper,Seneca,NULL,PA-34,PA-34-220T
NULL,"McDonnell Douglas MD-900","McDonnell Douglas",NULL,NULL,NULL,NULL
"410 Hours TT, 2.0 engines","Diamond Aircraft DA42 TwinStar","Diamond Aircraft",Star,NULL,DA42,NULL
"2002 GLASTAR","Stoddard-Hamilton Glastar",Stoddard-Hamilton,Glastar,NULL,NULL,NULL
"Classic Waco for Sale","Waco YMF-5 Classic",Waco,Classic,NULL,YMF,YMF-5
"For sale","Aeronca 7AC",Aeronca,NULL,NULL,NULL,NULL
"Helicopter Enstrom FX 280 Shark","Enstrom F-280FX",Enstrom,Shark,NULL,F-280,F-280FX
"R22 and R44","Robinson R-22 Beta II",Robinson,Beta,NULL,R-22,NULL
NULL,"Eurocopter EC 155B",Eurocopter,NULL,NULL,NULL,NULL
"DHC8-311 SN 300 SALE BY OWNER","de Havilland DHC-8-311","de Havilland",NULL,NULL,DHC-8,DHC-8-311
"Helicopter Enstrom F 280FX Shark","Enstrom F-280FX Shark",Enstrom,Shark,NULL,F-280,F-280FX
NULL,"Learjet 24D",Learjet,NULL,NULL,20,24D
"New 2014 Airbus A320-214 (Single or Multi Units Available)","Airbus A320-214",Airbus,NULL,NULL,A320,A320-214
"RARE OPPORTUNITY","de Havilland DH-114 Heron","de Havilland",Heron,NULL,DH-114,NULL
"2013 X-AIR LS","X-Air LS",X-Air,LS,NULL,NULL,NULL
NULL,"Aces High Cuby II","Aces High",NULL,NULL,NULL,NULL
"Project 1956/172 and 1967 T 41","Cessna 172/T-41 Mescalero",Cessna,Mescalero,NULL,172,172/T-41
NULL,"Eurocopter EC 120",Eurocopter,NULL,NULL,NULL,NULL
"Piaggio Avanti P-180","Piaggio P.180 Avanti",Piaggio,Avanti,NULL,P.180,NULL
"1983 Lockheed L-1011","Lockheed L-1011 Tristar",Lockheed,Tristar,NULL,L-1011,NULL
NULL,"Lockheed L-1011 Tristar",Lockheed,Tristar,NULL,L-1011,NULL
"2008 Challenger 850","Bombardier Challenger 850",Bombardier,Challenger,NULL,NULL,NULL
"1998 Hawker 800XP","Hawker Siddeley 125-800XP",Raytheon,NULL,NULL,125,125-800XP
"1985 Hawker 800SP","Hawker Siddeley 125-800XP",Raytheon,NULL,NULL,125,125-800XP
NULL,"Cessna 525A Citation CJ2",Cessna,Citation,NULL,5??,525A
NULL,"Bombardier BD-700 Global Express",Bombardier,"Global Express",NULL,BD-700,NULL
"2000 Cessna Citation XL","Cessna 560XL Citation Excel",Cessna,Citation,NULL,5??,560XL
NULL,"Bombardier Challenger 300",Bombardier,Challenger,NULL,NULL,NULL
NULL,"Bombardier Challenger",Bombardier,Challenger,NULL,NULL,NULL
NULL,"Dassault 900EX",Dassault,NULL,NULL,900,900EX
"2008 Cessna Citation CJ2+","Cessna 525A Citation CJ2",Cessna,Citation,NULL,5??,525A
NULL,"Cessna 550 Citation Bravo",Cessna,Citation,NULL,5??,550
"1985 Hawker 800A","Hawker Siddeley 125-800A",BAe,NULL,NULL,125,125-800A
"Agusta/Westland A109 Grand","Agusta AW109S Grand",Agusta,Grand,NULL,A109,AW109S
NULL,"Eurocopter EC 130-B4",Eurocopter,NULL,NULL,"EC 130","EC 130-B4"
"Aircraft for sale","Let L-410-UVP-E",Let,NULL,NULL,L-410,L-410-UVP-E
"2014 Cessna Turbo 206H Stationair","Cessna T206H Turbo Stationair",Cessna,Stationair,NULL,206,T206H
"1998 Cessna 182S Skylane","Cessna 182S Skylane",Cessna,Skylane,NULL,182,182S
"2006 Aviat Husky A-1B","Aviat Aircraft Inc. A-1B Husky","Aviat Aircraft Inc.",Husky,NULL,A-1,A-1B
NULL,"Air Tractor AT-602","Air Tractor",NULL,NULL,AT-602,NULL
NULL,"Air Tractor AT-400","Air Tractor",NULL,NULL,AT-400,NULL
"MD 500D","Hughes 369D",Hughes,NULL,NULL,369,369D
NULL,"Thrush Aircraft/Ayres S-2R Thrush","Thrush Aircraft/Ayres",Thrush,NULL,S-2R,NULL
NULL,"Thrush Aircraft/Ayres S-2R-T34 Turbo Thrush","Thrush Aircraft/Ayres",Thrush,NULL,S-2R,S-2R-T34
NULL,"Air Tractor AT-401","Air Tractor",NULL,NULL,AT-401,NULL
"1975 Grumman G164A AG CAT","Grumman G-164A AG Cat",Grumman,"AG Cat",NULL,G-164,G-164A
NULL,"Piper PA-25 Pawnee",Piper,Pawnee,NULL,PA-25,NULL
"Low Hours ,Private owned","Antonov An-2 Colt",Antonov,Colt,NULL,An-2,NULL
"NEW Helicopter - delivery March 2016","Guimbal Cabri",Guimbal,Cabri,NULL,NULL,NULL
NULL,"Ilyushin IL-76TD",Ilyushin,NULL,NULL,NULL,NULL
NULL,"Eurocopter EC 120B Colibri",Eurocopter,Colibri,NULL,"EC 120","EC 120B"
"1998 Dassault Falcon 50 EX for Sale","Dassault 50EX Falcon",Dassault,Falcon,NULL,50,50EX
"2012 Meridian For Sale","Piper PA-46-500TP Malibu Meridian",Piper,Malibu,NULL,PA-46,PA-46-500TP
"2013 NEW PC-12NG For Sale","Pilatus PC-12 NG",Pilatus,NULL,NULL,PC-12,"PC-12 NG"
"1980 Cessna TR182RG II Skylane","Cessna TR182 Turbo Skylane RG II",Cessna,Skylane,NULL,182,TR182
"Agusta A-109 MKII for sale , Trade or Parts","Agusta A109A II",Agusta,NULL,NULL,A109,"A109A II"
"180HP-2288 TT-631 SFRM","Piper PA-28-151 Warrior",Piper,Cherokee,NULL,PA-28,PA-28-151
"Raven 1","Robinson R-44 Raven",Robinson,Raven,NULL,R-44,NULL
"2002 ec120 b colibri","Eurocopter EC 120B Colibri",Eurocopter,Colibri,NULL,"EC 120","EC 120B"
NULL,"Bombardier CL-600 Challenger 600",Bombardier,Challenger,NULL,CL-600,NULL
"Brand new Helicopter","Bell 429",Bell,NULL,NULL,429,NULL
"1957 CESSNA 182 SKYLANE","Cessna 182S Skylane",Cessna,Skylane,NULL,182,182S
"JETSTREAM 31","BAe J-31 Jetstream",BAe,Jetstream,NULL,J-31,NULL
"Low Hour/Well Maintained Seneca II","Piper PA-34-200T",Piper,NULL,NULL,NULL,NULL
"1978 Beechcraft C-90 King Air","Beech C90 King Air",Beech,"King Air",NULL,90,C90
NULL,"Cessna 560 Citation V",Cessna,Citation,NULL,5??,560
NULL,"Cessna 425 Conquest I",Cessna,Conquest,NULL,425,NULL
"580 Total Time on Helicopter","Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
"1999 Mooney M20-S Eagle","Mooney M20S Eagle",Mooney,Eagle,NULL,M20,M20S
"1990 Mooney M20-J","Mooney M20J",Mooney,NULL,NULL,M20,M20J
"1986 Mooney M20-K 252 Rocket","Mooney M20K 252 Rocket",Mooney,Rocket,NULL,M20,"M20K 252"
"2011 Cirrus SR22 G3 GTS Turbo "X-Edition"","Cirrus SR-22G3 GTS Turbo X-Edition",Cirrus,X-Edition,NULL,SR-22,"SR-22G3 GTS Turbo"
"SALE PENDING","Mooney M20G Statesman",Mooney,Statesman,NULL,M20,M20G
"All major inspection currently being completed !!!","Hawker Siddeley 125-800B","Hawker Siddeley",NULL,NULL,125,125-800B
NULL,"Zlin Aerospace Z-50LA","Zlin Aerospace",NULL,NULL,Z-50,Z-50LA
NULL,"Learjet 45-XR",Learjet,NULL,NULL,45,45-XR
"Basket, Tanks, Burner","Thunder & Colt 42 42 x 48 Basket","Thunder & Colt",Basket,NULL,42,NULL
"1989 Astra 1125","IaI 1125 Astra",IaI,Astra,NULL,1125,NULL
"meticulously maintained aircraft with all options","Cirrus SR-22G3 GTS",Cirrus,NULL,NULL,SR-22,"SR-22G3 GTS"
"1991 Bell 206 BIII Jet Ranger for Sale","Bell 206B3 JetRanger III",Bell,JetRanger,NULL,206,206B3
"Sale Pending","Beech 35 Bonanza",Beech,Bonanza,NULL,3?,35
"1954 E35 59 SMOH Great Paint","Beech E35 Bonanza",Beech,Bonanza,NULL,3?,E35
"MD500D For Sale","McDonnell Douglas MD-500D","MD Helicopters",NULL,NULL,MD-500,MD-500D
NULL,"Eurocopter AS 350B3e Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B3e"
"2009 Learjet 45XR","Learjet 45-XR",Learjet,NULL,NULL,45,45-XR
"Cherokee 6-300 - Great Plane","Piper PA-32-300 Cherokee 6",Piper,"Cherokee 6",NULL,PA-32,PA-32-300
NULL,"Cessna 310B",Cessna,NULL,NULL,310,310B
"Aircraft Available for ACMI Lease","Boeing 787",Boeing,NULL,NULL,787,NULL
"King Air B90 for sale - Make an Offer!!","Beech B90 King Air",Beech,"King Air",NULL,90,B90
"Low Time Dakota AP, 3 Blade, 2010 Paint","Piper PA-28-236 Dakota",Piper,Cherokee,NULL,PA-28,PA-28-236
"PIPER CHEROKEE 180 FOR LEASE","Piper PA-28-180 Cherokee",Piper,Cherokee,NULL,PA-28,PA-28-180
"1996 Pilatus PC 12/45","Pilatus PC-12/45",Pilatus,NULL,NULL,PC-12,PC-12/45
"BeechJet Hawker 700A","Beech Beechjet",Beech,Beechjet,NULL,NULL,NULL
Beechjet,"Beech 400A Beechjet",Beech,Beechjet,NULL,400,400A
NULL,"Bombardier Challenger 605",Bombardier,Challenger,NULL,NULL,NULL
NULL,"Cessna 525A Citation CJ2",Cessna,Citation,NULL,5??,525A
"Dassault Falcon 900B","Dassault 900B Falcon",Dassault,Falcon,NULL,900,900B
"1996 iDassault Falcon 2000","Dassault 2000 Falcon",Dassault,Falcon,NULL,2000,NULL
NULL,"Embraer Legacy 600",Embraer,Legacy,NULL,NULL,NULL
"2008 PC12/4 NG","Pilatus PC-12 NG",Pilatus,NULL,NULL,PC-12,"PC-12 NG"
NULL,"Cessna 500 Citation I",Cessna,Citation,NULL,5??,500
"Cessna Citation 500","Cessna 500 Citation",Cessna,Citation,NULL,5??,500
"Low time B2 for sale","Eurocopter AS 350B2 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B2"
"Extra 300 in excellent condition","Extra Flugzeugbau EA-300","Extra Flugzeugbau",NULL,NULL,EA-300,NULL
"Beechcraft B60 Duke","Beech B60 Duke",Beech,Duke,NULL,60,B60
"Nice one of Extra 300","Extra Flugzeugbau EA-300","Extra Flugzeugbau",NULL,NULL,EA-300,NULL
"Zenair CH-601XL-B - Multi Award Winner!","Zenair CH-601 XL-B Zodiac",Zenair,Zodiac,NULL,CH-601,"CH-601 XL-B"
"1991 Mil Mi-8MTV-1 for Lease","Mil MI-8MTV-1",Mil,NULL,NULL,MI-8,MI-8MTV-1
"2 available-for sale or lease BK117-850D2","Eurocopter BK 117",Eurocopter,NULL,NULL,"BK 117",NULL
"For sale or lease BK117-B2","Eurocopter BK 117B2",MBB,NULL,NULL,"BK 117","BK 117B2"
"Contact for more Information!","Eurocopter AS 350B3 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B3"
NULL,"Eurocopter BK 117B2",Eurocopter,NULL,NULL,"BK 117","BK 117B2"
NULL,"Adams A55S",Adams,NULL,NULL,NULL,NULL
SOLD,"Fairchild Swearingen Merlin 300","Fairchild Swearingen",Merlin,NULL,SA227,SA227-TT
"Cessna 150H for sale","Cessna 150H",Cessna,NULL,NULL,150,150H
"Piper Cherokee 140 - Real Bargain!","Piper PA-28-140 Cherokee",Piper,Cherokee,NULL,PA-28,PA-28-140
"1966 Piper Cherokee 140 -Beauty!","Piper PA-28-140 Cherokee",Piper,Cherokee,NULL,PA-28,PA-28-140
"Piper Seneca II - Reduced Price!","Piper PA-34 Seneca II",Piper,Seneca,NULL,PA-34,NULL
"Boieng 777 VVIP","Boeing 777-200ER",Boeing,NULL,NULL,777,777-200ER
"JABIRU 3300 ENGINE","Alpi Aviation 300 Pioneer Hawk","Alpha Aviation",Pioneer,NULL,300,NULL
"2001 Aviat Huskey A-1B Incl: 2 sets of wheels (1 Tundra set)","Aviat Aircraft Inc. A-1B","Aviat Aircraft Inc.",NULL,NULL,A-1,A-1B
NULL,"Mitsubishi MU-300-1A",Mitsubishi,NULL,NULL,MU-300,MU-300-1A
"EMBRAER 135LR","Embraer ERJ-135LR",Embraer,NULL,NULL,NULL,NULL
NULL,"Enstrom F-280FX",Enstrom,NULL,NULL,F-280,F-280FX
"GREAT AIRPLANE","Vans RV-6",Vans,NULL,NULL,RV-6,NULL
"2010 Legacy 600","Embraer Legacy 600",Embraer,Legacy,NULL,NULL,NULL
NULL,"Dyn Aero MCR.01","Dyn Aero",NULL,NULL,MCR.01,NULL
NULL,"Hawker Siddeley 125-700A","Hawker Siddeley",NULL,NULL,125,125-700A
NULL,"Beech 400 Beechjet",Beech,Beechjet,NULL,400,NULL
"Great shape","Thunder & Colt 90","Thunder & Colt",NULL,NULL,90,NULL
"2004 VVIP Eurocopter AS 365N3 for Sale","Eurocopter AS 365N3 Dauphin II",Eurocopter,Dauphin,NULL,"AS 365","AS 365N3"
NULL,"Aces High Cuby","Aces High",Cuby,NULL,NULL,NULL
NULL,"Advanced Aviation","Advanced Aviation",NULL,NULL,NULL,NULL
"For sale by the owner","Bell 206L4 LongRanger IV",Bell,LongRanger,NULL,206,206L4
"Aircraft available for ACMI Lease","Fokker 50",Fokker,NULL,NULL,50,NULL
"2012 with 114 TT","Stoddard-Hamilton Glastar",Stoddard-Hamilton,Glastar,NULL,NULL,NULL
"Custom FALCON N-numbers  -  N50FL  -  N900DX  -  N900LX  -  N17X  -  N8X -  all available for transfer","Dassault 900DX Falcon",Dassault,Falcon,NULL,900,900DX
"Turbo Skylane RG","Cessna TR182 Turbo Skylane RG II",Cessna,Skylane,NULL,182,TR182
"Make an Offer! 1989 Gulfstream IV!","Gulfstream GIV",Gulfstream,NULL,NULL,GIV,NULL
NULL,"McDonnell Douglas MD-500E","McDonnell Douglas",NULL,NULL,MD-500,MD-500E
NULL,"IaI 1124 Westwind II",IaI,Westwind,NULL,1124,NULL
NULL,"Gulfstream GIV",Gulfstream,NULL,NULL,GIV,NULL
NULL,"Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
NULL,"MiG 21PF",MiG,NULL,NULL,21,21PF
NULL,"Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
NULL,"Beech 45/T-34B Mentor",Beech,Mentor,NULL,45,45/T-34B
NULL,"Dassault Mirage",Dassault,Mirage,NULL,NULL,NULL
NULL,"MiG 21UM",MiG,NULL,NULL,21,21UM
NULL,"Siai Marchetti SM.1019A","Siai Marchetti",NULL,NULL,SM.1019,SM.1019A
"Beech E55 Baron","Beech E55 Baron",Beech,Baron,NULL,5?,E55
"Cessna C-421B RAM","Cessna 421B Golden Eagle",Cessna,"Golden Eagle",NULL,421,421B
"Dassault Falcon 20F-5","Dassault 20F-5 Falcon",Dassault,Falcon,NULL,20,20F-5
"Quick Divorce Sale, Priced to Sell!","Pietenpol Aircamper",Pietenpol,Aircamper,NULL,NULL,NULL
"Extra 200","Extra Flugzeugbau EA-200","Extra Flugzeugbau",NULL,NULL,EA-200,NULL
"1947 PIPER PA-12 Super Cruiser","Piper PA-12 Super Cruiser",Piper,"Super Cruiser",NULL,PA-12,NULL
"2012 NEXTANT 400T","Beech 400A Beechjet",Beech,Beechjet,NULL,400,400A
NULL,"Evektor SportStar",Evektor,SportStar,NULL,NULL,NULL
NULL,"Cessna Citation",Cessna,Citation,NULL,5??,NULL
NULL,"Beech Baron",Beech,Baron,NULL,5?,NULL
NULL,"AMD Zodiac",AMD,Zodiac,NULL,NULL,NULL
"1977 Cessna 340A-Ram Series VII","Cessna 340A",Cessna,NULL,NULL,340,340A
NULL,"3I Sky Arrow`kb",3I,NULL,NULL,NULL,NULL
"1975 CESSNA T210","Cessna T210 Centurion",Cessna,Centurion,NULL,210,T210
NULL,"Cessna 550 Citation II",Cessna,Citation,NULL,5??,550
"1996 PZL M-26 Airwolf",PZL/Bielsko,PZL/Bielsko,NULL,NULL,NULL,NULL
NULL,"Hawker Siddeley 125-400AS","Hawker Siddeley",NULL,NULL,125,125-400AS
"TALON A600 ONLY 23 hrs RUN","RotorWay A600 Talon",RotorWay,Talon,NULL,A600,NULL
"1953 Convair CV580 for Sale","Convair CV-580",Convair,NULL,NULL,CV-580,NULL
"1989 SAAB 340B","Saab 340B",Saab,NULL,NULL,340,340B
"Restricted category","Bell 205/UH-1H Iroquois (Huey)",Bell,"Iroquois (Huey)",NULL,205,205/UH-1H
"Cessna 400 (Columbia) for sale","Cessna 400",Cessna,NULL,NULL,400,NULL
"Agusta-Bell 205  (QTY4) Non civil registered","Bell 205A-I Iroquois (Huey)",Bell,"Iroquois (Huey)",NULL,205,205A-I
"Eurocopter Bo 105 CBS5 Superfive","Eurocopter Bo 105-CBS5",Eurocopter,NULL,NULL,"Bo 105","Bo 105-CBS5"
"Mooney 201 Very Clean Low Time","Mooney M20J 201",Mooney,NULL,NULL,M20,"M20J 201"
"Gullwing Stinson - Award winning, Fully restored","Stinson V-77 Gullwing Reliant",Stinson,Reliant,NULL,V-77,NULL
NULL,"Cessna 560XL Citation Excel",Cessna,Citation,NULL,5??,560XL
NULL,"Bell 205A-I Iroquois (Huey)",Bell,"Iroquois (Huey)",NULL,205,205A-I
NULL,"Cessna Citation I/SP",Cessna,NULL,NULL,NULL,NULL
NULL,"Adams Wilson","Adams Wilson",NULL,NULL,NULL,NULL
"Cirrus SR22 G3 Turbo GTSX","Cirrus SE-22 Turbo",Cirrus,NULL,NULL,NULL,NULL
NULL,"Casa CN-212",Casa,NULL,NULL,CN-212,NULL
"Cessna T188C Husky","Cessna T188C AG Husky",Cessna,"AG Husky",NULL,188,T188C
NULL,"Embraer Phenom 100",Embraer,Phenom,NULL,NULL,NULL
"Make an Offer!","Gulfstream GIII",Gulfstream,NULL,NULL,GIII,NULL
NULL,"Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
NULL,"Robinson R-22 Beta",Robinson,Beta,NULL,R-22,NULL
NULL,"Robinson R-44 Raven",Robinson,Raven,NULL,R-44,NULL
NULL,"Robinson R-44 Raven",Robinson,Raven,NULL,R-44,NULL
NULL,"Siai Marchetti SM.1019","Siai Marchetti",NULL,NULL,SM.1019,NULL
"Beautiful Cirrus for sale",Cessna,Cessna,NULL,NULL,NULL,NULL
"VIP Interior","Agusta A109E",Agusta,NULL,NULL,A109,A109E
"2001 Cessna Turbo 182T Skylane","Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
"2003 BEECHCRAFT 58 BARON","Beech 58 Baron",Beech,Baron,NULL,5?,58
"2000 BEECHCRAFT KING AIR 350","Beech 350 King Air",Beech,"King Air",NULL,350,NULL
"1979 WESTWIND I","IaI 1124 Westwind I",IaI,Westwind,NULL,1124,NULL
"1986 SAAB 340A","Saab 340A",Saab,NULL,NULL,340,340A
"1976 BEECH BARON E-55  PRICE REDUCED","Beech E55 Baron",Beech,Baron,NULL,5?,E55
"Beautiful Aircraft, WAAS with Amazing Records","Cirrus SR-22GTS",Cirrus,NULL,NULL,SR-22,SR-22GTS
NULL,"Cessna 310P",Cessna,NULL,NULL,310,310P
NULL,"Piper PA-34 Seneca II",Piper,Seneca,NULL,PA-34,NULL
"1973 BEECH BONANZA V35B","Beech V35B Bonanza",Beech,Bonanza,NULL,3?,V35B
"1964 BEECHCRAFT S35 BONANZA","Beech S35 Bonanza",Beech,Bonanza,NULL,3?,S35
NULL,"Piper PA-28R Arrow",Piper,Arrow,NULL,PA-28,PA-28R
"Very Low Time,Airframe and Engine!","Cessna 210 Centurion",Cessna,Centurion,NULL,210,NULL
NULL,"Cessna 560 Citation V",Cessna,Citation,NULL,5??,560
"1998 Dassault Falcon 50 EX for Sale","Gulfstream GIV/SP",Gulfstream,NULL,NULL,GIV,GIV/SP
"Two DC4 complete Aircraft for sale in the UK","McDonnell Douglas DC-4","McDonnell Douglas",NULL,NULL,DC-4,NULL
NULL,"Learjet 24",Learjet,NULL,NULL,NULL,NULL
"Bell UH-1H Call for pricing!","Bell 205/UH-1H Iroquois (Huey)",Bell,"Iroquois (Huey)",NULL,205,205/UH-1H
NULL,"Dassault 20C-5 Falcon",Dassault,Falcon,NULL,20,20C-5
NULL,"Eurocopter AS 350B2 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B2"
"1976 CESSNA A185F","Cessna A185F Skywagon",Cessna,Skywagon,NULL,185,A185F
NULL,"Eurocopter EC 120 Colibri",Eurocopter,Colibri,NULL,"EC 120",NULL
NULL,"Robinson R-66",Robinson,NULL,NULL,R-66,NULL
NULL,"Aero Commander 685",Commander,NULL,NULL,685,NULL
NULL,"McDonnell Douglas MD-600N","McDonnell Douglas",NULL,NULL,MD-600,MD-600N
"R-44 Raven II Helicopter","Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
"2012 Robinson R44 Clipper II","Robinson R-44 Clipper II",Robinson,Clipper,NULL,R-44,NULL
"Hawk XP","Cessna 172K Hawk XP",Cessna,Skyhawk,NULL,172,172K
DHC2,"de Havilland DHC-2 Beaver","de Havilland",Beaver,NULL,DHC-2,NULL
NULL,"Cessna 501 Citation I/SP",Cessna,Citation,NULL,5??,501
NULL,"Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
"1975 Beech Baron B55","Beech 95-B55 Baron",Beech,Baron,NULL,5?,95-B55
"1992 Robinson R22 BETA","Robinson R-22 Beta",Robinson,Beta,NULL,R-22,NULL
"kinner sportwing","Kinner Sportwing B2",Kinner,NULL,NULL,NULL,NULL
NULL,"Robinson R-22 Beta II",Robinson,Beta,NULL,R-22,NULL
"Do 228-212 Indian Registered Aircraft With Valid C Of A on sale","Dornier Do-228-212",Dornier,NULL,NULL,NULL,NULL
NULL,"TL-Ultralight TL-3000 Sirius",TL-Ultralight,Sirius,NULL,TL-3000,NULL
"1977 CESSNA 414 RAM VI","Cessna 414 Chancellor",Cessna,Chancellor,NULL,414,NULL
"1977 CESSNA 414 RAM VI","Cessna 414 Chancellor",Cessna,Chancellor,NULL,414,NULL
NULL,"A-I-R ATOS",A-I-R,NULL,NULL,NULL,NULL
NULL,"Adams Wilson AW/95","Adams Wilson",NULL,NULL,NULL,NULL
"2008 Cessna Caravan Amphibian for Sale","Cessna 208 Caravan Amphibian",Cessna,Caravan,NULL,208,NULL
"1994 Sikorsky S76C for sale","Sikorsky S-76C",Sikorsky,NULL,NULL,S-76,S-76C
"2000 Eurocopter AS 350B2 to Be Auctioned Oct 4th!","Eurocopter AS 350B2 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B2"
"2000 Eurocopter AS 350B2 to Be Auctioned Oct 4th!","Eurocopter AS 350B2 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B2"
"1989 Enstrom F28F to Be Auction Oct. 4th!","Enstrom F-28F",Enstrom,NULL,NULL,F-28,F-28F
"Hawker 800XP For Sale - Call for Details!","Hawker Siddeley 125-800XP",Raytheon,NULL,NULL,125,125-800XP
NULL,"Gulfstream G200",Gulfstream,NULL,NULL,G200,NULL
"Robinson r44 raven 1","Robinson R-44 Raven",Robinson,Raven,NULL,R-44,NULL
NULL,"Sikorsky S-76C+",Sikorsky,NULL,NULL,S-76,S-76C+
NULL,"Learjet 45-XR",Learjet,NULL,NULL,45,45-XR
"MYSTERE FALCON 900","Dassault 900B Falcon",Dassault,Falcon,NULL,900,900B
"1998 Dassault Falcon 900EX","Dassault 900EX Falcon",Dassault,Falcon,NULL,900,900EX
NULL,"Boeing 737-268C",Boeing,NULL,NULL,737,737-268C
"1995 Dassault Falcon 900B For Lease or Sale!","Dassault 900B Falcon",Dassault,Falcon,NULL,900,900B
"Grumman G44 Widgeon","Grumman G-44 Widgeon",Grumman,Widgeon,NULL,G-44,NULL
"Low Time 310C Great for time building!","Cessna 310C",Cessna,NULL,NULL,310,310C
"1981 Cessna 501 Citation I/SP","Cessna 501 Citation I/SP",Cessna,Citation,NULL,5??,501
"1990 MCDONNELL DOUGLAS MD83 For SALE","McDonnell Douglas MD-80-83","McDonnell Douglas",NULL,NULL,MD-80,MD-80-83
"1991 MCDONNELL DOUGLAS MD83 for SALE","McDonnell Douglas MD-80-83","McDonnell Douglas",NULL,NULL,MD-80,MD-80-83
"1990 MCDONNELL DOUGLAS MD82 For Sale","McDonnell Douglas MD-80-82","McDonnell Douglas",NULL,NULL,MD-80,MD-80-82
"1991 & 1992 sisterships MD-83 For Sale","McDonnell Douglas MD-80-83","McDonnell Douglas",NULL,NULL,MD-80,MD-80-83
"Jetstream J32 Low Hrs, REDUCED! Fresh from major maint.","BAe J-32 Jetstream",BAe,Jetstream,NULL,J-32,NULL
NULL,"Embraer Phenom 300",Embraer,Phenom,NULL,NULL,NULL
"Soloy conversion to AS 350D2 left hand drive","Eurocopter AS 350B2 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B2"
"2010 AIRBUS A330-300 PAX","Airbus A330-300",Airbus,NULL,NULL,A330,A330-300
"MD 902 EMS","McDonnell Douglas MD-902 MD Explorer","McDonnell Douglas","MD Explorer",NULL,MD-902,NULL
"AS 350 B3 Utility","Eurocopter AS 350B3 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B3"
"Priced for a Quick Sale","Beech 400XP Beechjet",Beech,Beechjet,NULL,400,400XP
NULL,"Cessna 501 Citation I/SP",Cessna,Citation,NULL,NULL,501
"1999 Cessna 182S Skylane","Cessna 182S Skylane",Cessna,Skylane,NULL,182,182S
NULL,"Cessna 182J Skylane",Cessna,Skylane,NULL,182,182J
"1946 Stinson L5G N63397 "Flying-Jeep" Airplane","Stinson 105/L-5G",Stinson,NULL,NULL,105,105/L-5G
NULL,"Cessna 180 Skywagon",Cessna,Skywagon,NULL,180,NULL
"1941 Boeing Stearman A75N1","Stearman PT-17/A75-N1",Boeing,NULL,NULL,PT-17,PT-17/A75-N1
NULL,"Piper PA-34-200T",Piper,NULL,NULL,NULL,NULL
"Very Nice Comanche Twin","Piper PA-30 Twin Comanche",Piper,Comanche,NULL,PA-30,NULL
"2003 Beechcraft Premier 1","Raytheon Premier I",Beech,Premier,NULL,NULL,NULL
NULL,"Gulfstream GIV",Gulfstream,NULL,NULL,GIV,NULL
"1976 Beechcraft King Air 200","Beech 200 King Air",Beech,"King Air",NULL,200,NULL
NULL,"Bell 429",Bell,NULL,NULL,429,NULL
"LANCAIR LEGACY FG (Sale Pending)","Lancair Legacy",Lancair,Legacy,NULL,NULL,NULL
"Lowest Time C90B on the Market","Beech C90B King Air",Beech,"King Air",NULL,90,C90B
"REDUCED PRICE FOR A QUICK SALE!","Pipistrel Virus",Pipistrel,Virus,NULL,NULL,NULL
"Less Than 250hrs TTAF","Thorp T-211",Thorp,NULL,NULL,T-211,NULL
"AS355 F1 For Sale – Expressions of Interest required","Eurocopter AS 355F1 Ecureuil II",Aerospatiale,Ecureuil,NULL,"AS 355","AS 355F1"
