"list_id","title (headline from sites)","title_name (parsed title)","year","make","modelname","modelnameq","modelno","modelnoq","deeplink"
"156250","1947 PIPER PA-12 Super Cruiser","Piper PA-12 Super Cruiser","1947","Piper","Super Cruiser",,"PA-12",,"www.globalplanesearch.com/listing/aircraft-for-sale/Piper-PA-12/156250"
"156251","2012 NEXTANT 400T","Beech 400A Beechjet","1991","Beech","Beechjet",,"400","400A","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-400A/156251"
"156252",,"Evektor SportStar","2005","Evektor","SportStar",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Evektor-SportStar/156252"
"156253",,"Cessna Citation","2014","Cessna","Citation",,"5??",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-M2/156253"
"156254",,"Beech Baron","1968","Beech","Baron",,"5?",,"www.globalplanesearch.com/listing/aircraft-for-sale/Beech-Baron/156254"
"156255",,"AMD Zodiac","2006","AMD","Zodiac",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/AMD-Zodiac/156255"
"156256","1977 Cessna 340A-Ram Series VII","Cessna 340A","1977","Cessna",,,"340","340A","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-340A/156256"
"156257",,"3I Sky Arrow`kb","1969","3I",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/3I-Sky-Arrow`kb/156257"
"156277","1975 CESSNA T210","Cessna T210 Centurion","1975","Cessna","Centurion",,"210","T210","www.aviationclassifieds.com/1975-Cessna-T210-for-sale/156277"
"156352",,"Cessna 550 Citation II","1979","Cessna","Citation",,"5??","550","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-II/156352"
"156563","1996 PZL M-26 Airwolf","PZL/Bielsko","1996","PZL/Bielsko",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/PZL-Bielsko-M-26-Airwolf/156563"
"156564",,"Hawker Siddeley 125-400AS","1969","Hawker Siddeley",,,"125","125-400AS","www.globalplanesearch.com/listing/aircraft-for-sale/Hawker-Siddeley-125-400AS/156564"
"156565","TALON A600 ONLY 23 hrs RUN","RotorWay A600 Talon","2009","RotorWay","Talon",,"A600",,"www.globalplanesearch.com/listing/aircraft-for-sale/RotorWay-Talon/156565"
"156761","1953 Convair CV580 for Sale","Convair CV-580","1953","Convair",,,"CV-580",,"www.globalplanesearch.com/listing/aircraft-for-sale/Convair-CV-580/156761"
"156762","1989 SAAB 340B","Saab 340B","1989","Saab",,,"340","340B","www.globalplanesearch.com/listing/aircraft-for-sale/Saab-340B/156762"
"156878","Restricted category","Bell 205/UH-1H Iroquois (Huey)","1965","Bell","Iroquois (Huey)",,"205","205/UH-1H","www.globalplanesearch.com/listing/aircraft-for-sale/Bell-205-UH-1H/156878"
"156979","Cessna 400 (Columbia) for sale","Cessna 400","2006","Cessna",,,"400",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-400/156979"
"156987","Agusta-Bell 205  (QTY4) Non civil registered","Bell 205A-I Iroquois (Huey)","1972","Bell","Iroquois (Huey)",,"205","205A-I","www.globalplanesearch.com/listing/aircraft-for-sale/Bell-205A-I/156987"
"157011","Eurocopter Bo 105 CBS5 Superfive","Eurocopter Bo 105-CBS5","1994","Eurocopter",,,"Bo 105","Bo 105-CBS5","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-Bo-105-CBS5/157011"
"157012","Mooney 201 Very Clean Low Time","Mooney M20J 201","1977","Mooney",,,"M20","M20J 201","www.globalplanesearch.com/listing/aircraft-for-sale/Mooney-M20J-201/157012"
"157013","Gullwing Stinson - Award winning, Fully restored","Stinson V-77 Gullwing Reliant","1944","Stinson","Reliant",,"V-77",,"www.globalplanesearch.com/listing/aircraft-for-sale/Stinson-V-77/157013"
"157014",,"Cessna 560XL Citation Excel","2000","Cessna","Citation",,"5??","560XL","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-Excel/157014"
"157136",,"Bell 205A-I Iroquois (Huey)","1968","Bell","Iroquois (Huey)",,"205","205A-I","www.transglobalaviation.net/aircraft/7/452/Bell/1968_Bell_205A-1+/"
"157137",,"Cessna Citation I/SP","1979","Cessna",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-I-SP/157137"
"157214",,"Adams Wilson","2000","Adams Wilson",,,,,"www.globalplanesearch.com/listing/aircraft-for-swap-trade/Adams-Wilson/157214"
"157215","Cirrus SR22 G3 Turbo GTSX","Cirrus SE-22 Turbo","2008","Cirrus",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Cirrus-SE-22-Turbo/157215"
"157279",,"Casa CN-212","1982","Casa",,,"CN-212",,"www.globalplanesearch.com/listing/aircraft-for-sale/Casa-CN-212/157279"
"157340","Cessna T188C Husky","Cessna T188C AG Husky","1981","Cessna","AG Husky",,"188","T188C","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-188/157340"
"157341",,"Embraer Phenom 100","2012","Embraer","Phenom",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Embraer-Phenom-100/157341"
"157342","Make an Offer!","Gulfstream GIII","1985","Gulfstream",,,"GIII",,"www.globalplanesearch.com/listing/aircraft-for-sale/Gulfstream-GIII/157342"
"158588",,"Robinson R-44 Raven II",,"Robinson","Raven",,"R-44",,"flightplanet.com/helicopter-for-sale/robinson/r-44-raven-ii__3077.php"
"158589",,"Robinson R-22 Beta",,"Robinson","Beta",,"R-22",,"flightplanet.com/helicopter-for-sale/robinson/r-22-beta__3056.php"
"158590",,"Robinson R-44 Raven",,"Robinson","Raven",,"R-44",,"flightplanet.com/helicopter-for-sale/robinson/r-44-raven-i__3063.php"
"158614",,"Robinson R-44 Raven","2013","Robinson","Raven",,"R-44",,"flightplanet.com/helicopter-for-sale/robinson/r-44-raven__916.php"
"158701",,"Siai Marchetti SM.1019","1976","Siai Marchetti",,,"SM.1019",,"flightplanet.com/turboprop-aircraft-for-sale/siai-marchetti/sm-1019__3726.php"
"158788","Beautiful Cirrus for sale","Cessna","1998","Cessna",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna/158788"
"159205","VIP Interior","Agusta A109E","2004","Agusta",,,"A109","A109E","www.globalplanesearch.com/listing/aircraft-for-sale/Agusta-A109E/159205"
"159206","2001 Cessna Turbo 182T Skylane","Cessna T182T Turbo Skylane","2001","Cessna","Skylane",,"182","T182T","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Turbo-Skylane/159206"
"159207","2003 BEECHCRAFT 58 BARON","Beech 58 Baron","2003","Beech","Baron",,"5?","58","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-Baron/159207"
"159208","2000 BEECHCRAFT KING AIR 350","Beech 350 King Air","2000","Beech","King Air",,"350",,"www.globalplanesearch.com/listing/aircraft-for-sale/Beech-King-Air/159208"
"159209","1979 WESTWIND I","IaI 1124 Westwind I","1979","IaI","Westwind",,"1124",,"www.globalplanesearch.com/listing/aircraft-for-sale/IaI-Westwind-I/159209"
"159210","1986 SAAB 340A","Saab 340A","1986","Saab",,,"340","340A","www.globalplanesearch.com/listing/aircraft-for-sale/Saab-340/159210"
"159211","1976 BEECH BARON E-55  PRICE REDUCED","Beech E55 Baron","1976","Beech","Baron",,"5?","E55","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-Baron/159211"
"159212","Beautiful Aircraft, WAAS with Amazing Records","Cirrus SR-22GTS","2005","Cirrus",,,"SR-22","SR-22GTS","www.globalplanesearch.com/listing/aircraft-for-sale/Cirrus-SR-22GTS/159212"
"159213",,"Cessna 310P","1969","Cessna",,,"310","310P","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-310P/159213"
"159214",,"Piper PA-34 Seneca II","1981","Piper","Seneca",,"PA-34",,"www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Seneca-II/159214"
"159215","1973 BEECH BONANZA V35B","Beech V35B Bonanza","1973","Beech","Bonanza",,"3?","V35B","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-V35B/159215"
"159216","1964 BEECHCRAFT S35 BONANZA","Beech S35 Bonanza","1964","Beech","Bonanza",,"3?","S35","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-S35/159216"
"159217",,"Piper PA-28R Arrow","1968","Piper","Arrow",,"PA-28","PA-28R","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Arrow/159217"
"159218","Very Low Time,Airframe and Engine!","Cessna 210 Centurion","1961","Cessna","Centurion",,"210",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-210/159218"
"159605",,"Cessna 560 Citation V","1991","Cessna","Citation",,"5??","560","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-V/159605"
"159722","1998 Dassault Falcon 50 EX for Sale","Gulfstream GIV/SP","1998","Gulfstream",,,"GIV","GIV/SP","www.globalplanesearch.com/listing/aircraft-for-sale/Gulfstream-GIV-SP/159722"
"159977","Two DC4 complete Aircraft for sale in the UK","McDonnell Douglas DC-4","1945","McDonnell Douglas",,,"DC-4",,"www.globalplanesearch.com/listing/aircraft-for-sale/McDonnell-Douglas-DC-4/159977"
"159978",,"Learjet 24","1969","Learjet",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Learjet-24/159978"
"159979","Bell UH-1H Call for pricing!","Bell 205/UH-1H Iroquois (Huey)","1967","Bell","Iroquois (Huey)",,"205","205/UH-1H","www.globalplanesearch.com/listing/aircraft-for-sale/Bell-205-UH-1H/159979"
"159980",,"Dassault 20C-5 Falcon","1968","Dassault","Falcon",,"20","20C-5","www.globalplanesearch.com/listing/aircraft-for-sale/Dassault-Falcon-20C-5/159980"
"159981",,"Eurocopter AS 350B2 Ecureuil","1986","Eurocopter","Ecureuil",,"AS 350","AS 350B2","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-350B2/159981"
"160023","1976 CESSNA A185F","Cessna A185F Skywagon","1976","Cessna","Skywagon",,"185","A185F","www.aviationclassifieds.com/1976-Cessna-A185F-for-sale/160023"
"160086",,"Eurocopter EC 120 Colibri","2001","Eurocopter","Colibri",,"EC 120",,"www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-EC-120/160086"
"160253",,"Robinson R-66","2013","Robinson",,,"R-66",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-R-66/160253"
"160254",,"Aero Commander 685","1974","Commander",,,"685",,"www.globalplanesearch.com/listing/aircraft-for-sale/Commander-685/160254"
"160255",,"McDonnell Douglas MD-600N","2007","McDonnell Douglas",,,"MD-600","MD-600N","www.globalplanesearch.com/listing/aircraft-for-sale/McDonnell-Douglas-MD-600N/160255"
"160256","R-44 Raven II Helicopter","Robinson R-44 Raven II","2007","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Raven/160256"
"160257","2012 Robinson R44 Clipper II","Robinson R-44 Clipper II","2012","Robinson","Clipper",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Clipper/160257"
"160316","Hawk XP","Cessna 172K Hawk XP","1977","Cessna","Skyhawk",,"172","172K","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-172K/160316"
"160317","DHC2","de Havilland DHC-2 Beaver","1952","de Havilland","Beaver",,"DHC-2",,"www.globalplanesearch.com/listing/aircraft-for-sale/de-Havilland-Beaver/160317"
"160318",,"Cessna 501 Citation I/SP","1977","Cessna","Citation",,"5??","501","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-I-SP/160318"
"160319",,"Robinson R-44 Raven II","2006","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Raven-II/160319"
"160320","1975 Beech Baron B55","Beech 95-B55 Baron","1975","Beech","Baron",,"5?","95-B55","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-Baron/160320"
"160321","1992 Robinson R22 BETA","Robinson R-22 Beta","1992","Robinson","Beta",,"R-22",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-R-22/160321"
"160642","kinner sportwing","Kinner Sportwing B2","1935","Kinner",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Kinner-Sportwing-B2/160642"
"160643",,"Robinson R-22 Beta II","1996","Robinson","Beta",,"R-22",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Beta-II/160643"
"160933","Do 228-212 Indian Registered Aircraft With Valid C Of A on sale","Dornier Do-228-212","1990","Dornier",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Dornier-Do-228-212/160933"
"161171",,"TL-Ultralight TL-3000 Sirius","2019","TL-Ultralight","Sirius",,"TL-3000",,"flightplanet.com/lsa-ultralight-airplane-for-sale/tl-ultralight/tl-3000-sirius__5297.php"
"161187","1977 CESSNA 414 RAM VI","Cessna 414 Chancellor","1977","Cessna","Chancellor",,"414",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-414/161187"
"161188","1977 CESSNA 414 RAM VI","Cessna 414 Chancellor","1977","Cessna","Chancellor",,"414",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-414/161188"
"161189",,"A-I-R ATOS","1999","A-I-R",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/A-I-R-ATOS/161189"
"161190",,"Adams Wilson AW/95","1999","Adams Wilson",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Adams-Wilson-AW-95/161190"
"161191","2008 Cessna Caravan Amphibian for Sale","Cessna 208 Caravan Amphibian","2008","Cessna","Caravan",,"208",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Caravan-Amphibian/161191"
"161192","1994 Sikorsky S76C for sale","Sikorsky S-76C","1994","Sikorsky",,,"S-76","S-76C","www.globalplanesearch.com/listing/aircraft-for-sale/Sikorsky-S-76C/161192"
"161193","2000 Eurocopter AS 350B2 to Be Auctioned Oct 4th!","Eurocopter AS 350B2 Ecureuil","2000","Eurocopter","Ecureuil",,"AS 350","AS 350B2","www.globalplanesearch.com/listing/aircraft-for-auction/Eurocopter-AS-350B2/161193"
"161194","2000 Eurocopter AS 350B2 to Be Auctioned Oct 4th!","Eurocopter AS 350B2 Ecureuil","2000","Eurocopter","Ecureuil",,"AS 350","AS 350B2","www.globalplanesearch.com/listing/aircraft-for-auction/Eurocopter-AS-350B2/161194"
"161195","1989 Enstrom F28F to Be Auction Oct. 4th!","Enstrom F-28F","1989","Enstrom",,,"F-28","F-28F","www.globalplanesearch.com/listing/aircraft-for-auction/Enstrom-F-28F/161195"
"161196","Hawker 800XP For Sale - Call for Details!","Hawker Siddeley 125-800XP","2003","Raytheon",,,"125","125-800XP","www.globalplanesearch.com/listing/aircraft-for-sale/Raytheon-Hawker-800XP/161196"
"161197",,"Gulfstream G200","2009","Gulfstream",,,"G200",,"www.globalplanesearch.com/listing/aircraft-for-sale/Gulfstream-G200/161197"
"161198","Robinson r44 raven 1","Robinson R-44 Raven","2009","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Raven/161198"
"161199",,"Sikorsky S-76C+","2001","Sikorsky",,,"S-76","S-76C+","www.globalplanesearch.com/listing/aircraft-for-sale/Sikorsky-S-76C/161199"
"161200",,"Learjet 45-XR","2007","Learjet",,,"45","45-XR","www.globalplanesearch.com/listing/aircraft-for-sale/Learjet-45-XR/161200"
"161201","MYSTERE FALCON 900","Dassault 900B Falcon","1998","Dassault","Falcon",,"900","900B","www.globalplanesearch.com/listing/aircraft-for-sale/Dassault-900B/161201"
"161202","1998 Dassault Falcon 900EX","Dassault 900EX Falcon","1998","Dassault","Falcon",,"900","900EX","www.globalplanesearch.com/listing/aircraft-for-sale/Dassault-900EX/161202"
"161203",,"Boeing 737-268C","1972","Boeing",,,"737","737-268C","www.globalplanesearch.com/listing/aircraft-for-sale/Boeing-737-268C/161203"
"161331","1995 Dassault Falcon 900B For Lease or Sale!","Dassault 900B Falcon","1995","Dassault","Falcon",,"900","900B","www.globalplanesearch.com/listing/aircraft-for-sale/Dassault-Falcon/161331"
"161332","Grumman G44 Widgeon","Grumman G-44 Widgeon","1944","Grumman","Widgeon",,"G-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Grumman-G-44/161332"
"161333","Low Time 310C Great for time building!","Cessna 310C","1959","Cessna",,,"310","310C","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-310C/161333"
"161513","1981 Cessna 501 Citation I/SP","Cessna 501 Citation I/SP","1981","Cessna","Citation",,"5??","501","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-I-SP/161513"
"161544","1990 MCDONNELL DOUGLAS MD83 For SALE","McDonnell Douglas MD-80-83","1990","McDonnell Douglas",,,"MD-80","MD-80-83","www.globalplanesearch.com/listing/aircraft-for-sale/McDonnell-Douglas-MD-80-83/161544"
"161545","1991 MCDONNELL DOUGLAS MD83 for SALE","McDonnell Douglas MD-80-83","1999","McDonnell Douglas",,,"MD-80","MD-80-83","www.globalplanesearch.com/listing/aircraft-for-sale/McDonnell-Douglas-MD-80-83/161545"
"161546","1990 MCDONNELL DOUGLAS MD82 For Sale","McDonnell Douglas MD-80-82","1990","McDonnell Douglas",,,"MD-80","MD-80-82","www.globalplanesearch.com/listing/aircraft-for-sale/McDonnell-Douglas-MD-80-82/161546"
"161547","1991 & 1992 sisterships MD-83 For Sale","McDonnell Douglas MD-80-83","1992","McDonnell Douglas",,,"MD-80","MD-80-83","www.globalplanesearch.com/listing/aircraft-for-sale/McDonnell-Douglas-MD-80-83/161547"
"161548","Jetstream J32 Low Hrs, REDUCED! Fresh from major maint.","BAe J-32 Jetstream","1990","BAe","Jetstream",,"J-32",,"www.globalplanesearch.com/listing/aircraft-for-sale/BAe-J-32/161548"
"161549",,"Embraer Phenom 300","2011","Embraer","Phenom",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Embraer-Phenom-300/161549"
"161550","Soloy conversion to AS 350D2 left hand drive","Eurocopter AS 350B2 Ecureuil","1984","Eurocopter","Ecureuil",,"AS 350","AS 350B2","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-350B2/161550"
"161652","2010 AIRBUS A330-300 PAX","Airbus A330-300","2010","Airbus",,,"A330","A330-300","www.aviationclassifieds.com/2010-Airbus-A330-300-for-sale/161652"
"161719","MD 902 EMS","McDonnell Douglas MD-902 MD Explorer","2008","McDonnell Douglas","MD Explorer",,"MD-902",,"www.globalplanesearch.com/listing/aircraft-for-sale/McDonnell-Douglas-MD-902/161719"
"161720","AS 350 B3 Utility","Eurocopter AS 350B3 Ecureuil","2001","Eurocopter","Ecureuil",,"AS 350","AS 350B3","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-350B3/161720"
"161721","Priced for a Quick Sale","Beech 400XP Beechjet","2005","Beech","Beechjet",,"400","400XP","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-400XP/161721"
"161722",,"Cessna 501 Citation I/SP","1978","Cessna","Citation",,,"501","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-I-SP/161722"
"161723","1999 Cessna 182S Skylane","Cessna 182S Skylane","1999","Cessna","Skylane",,"182","182S","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182S/161723"
"161724",,"Cessna 182J Skylane","1966","Cessna","Skylane",,"182","182J","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182J/161724"
"161725","1946 Stinson L5G N63397 ""Flying-Jeep"" Airplane","Stinson 105/L-5G","1946","Stinson",,,"105","105/L-5G","www.globalplanesearch.com/listing/aircraft-for-sale/Stinson-105-L-5G/161725"
"161726",,"Cessna 180 Skywagon","1955","Cessna","Skywagon",,"180",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-180/161726"
"161727","1941 Boeing Stearman A75N1","Stearman PT-17/A75-N1","1941","Boeing",,,"PT-17","PT-17/A75-N1","www.globalplanesearch.com/listing/aircraft-for-sale/Boeing-Stearman-A75N1/161727"
"161728",,"Piper PA-34-200T","1980","Piper",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Piper-PA-34-200T/161728"
"161886","Very Nice Comanche Twin","Piper PA-30 Twin Comanche","1969","Piper","Comanche",,"PA-30",,"www.globalplanesearch.com/listing/aircraft-for-sale/Piper-PA-30/161886"
"162171","2003 Beechcraft Premier 1","Raytheon Premier I","2003","Beech","Premier",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Beech-Premier-1/162171"
"162291",,"Gulfstream GIV","1988","Gulfstream",,,"GIV",,"www.globalplanesearch.com/listing/aircraft-for-sale/Gulfstream-GIV/162291"
"162292","1976 Beechcraft King Air 200","Beech 200 King Air","1976","Beech","King Air",,"200",,"www.globalplanesearch.com/listing/aircraft-for-sale/Beech-King-Air/162292"
"162380",,"Bell 429","2011","Bell",,,"429",,"www.jamesedition.com/helicopters/bell/429/2011-bell-429-for-sale-837145"
"162536","LANCAIR LEGACY FG (Sale Pending)","Lancair Legacy","2007","Lancair","Legacy",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Lancair-Legacy/162536"
